

Zelenograd 215727
Batyushkovo 14
Malyye Amushi 73
Artamas 20
Ishkhoy-Yurt 3051
Volgoverkhov'ye 8
Muzhich'ye 909
Zavodchik 365
Ovsyannikovo 200
Sin'kovo 261
Visim 1699

Verkhneye Kazanishche 6444
Yanino-2 339
Mel'dino 16
Rusavkino-Popovshchino 93
Avchurino 947
Shelepino 30
Boltino 200
Osokino 15
Korgashino 200
Vakino 256
Golubino 10
Sibirka 128
Stantsiya Beshtau 20
Staryye Kuz'menki 300
Novyy Kostek 4000
Baranovka 16
Staraya Sloboda 188
Bol'shoye Sodomovo 324
Tel'tsovo 20
Pulkovo 576
Kovrigino 245
Selyakino 42
Pavlino 96
Fedyakino 377
Lamishino 3
Bol'shiye Sluditsy 13
Kuz'minskiye Otverzhki 1464
Gerzel'-Aul 3527
Suurkyulya 20
Temiraul 3331
Rakovka 34
Bazhukovo 5
Botovo 161
Chizhovo 12
Zykovo 1059
Flenovo 27
Blizhnekonstantinovo 347
Krusanovo 3
Novlianky 13
D'yakonovo 1
Krasnovidovo 220
Dem'yanovo 1
Deledino 211
Savvino 17
Tsada 185
Romantsevo 455
Bibirevo 236
Korenevshchina 485
Kubachi 2977

Kurush 7807
Botusino 3
Starostino 13
Penino 27
Kunisnikovo 40
Davydkovo 156
Molochkovo-Dubenets 11
Sukhoverkovo 706
Kotovo 43
Ol'govo 300
Yantikovo 3331
Barkanovo 9
Yefimonovo 8
Glafirovka 1700
Vasil'yevka 1
Chuvashskoye Eshteben'kino 300
Chubarovo 130
Ivanovo 450
Dernovka 290
Chudinovo 17
Lifanovo 12
Kuli 3893
Klimyata 1
Satinka 3599
Aleksandrovskaya 4014
Rayek 34
Krasnaya Yablon'ka 24
Gol'kovo 9
Novoaleksandrovo 81
Krohovo 200
Kirova 180
Valaam 200
Abramcevo 15
Utamysh 3714
Betta 796
Botayurt 4093
Yukamenskoye 4278
Kuzomen' 78
Kukoboy 1053
Maloye Pokrovskoye 16
Ivanovskoe 62
Sabnova 3598
Abdullino 463
Usabash 93
Salmi 3800
Shalazhi 5319
Talezh 35
Belyy Kolodez' 269
Kormezhka 1500
Mentasary 86
Vorontsovka 1030
Novokartsevo 10
Serovka 24
Petrovskoye 400
Novocherkasskoye 34
Urkarakh 5548
Ushakovo 39
Voronovo 12
Podvyaznovo 52
Medvedka 796
Verkhniy Lars 1
Kroshnozero 319
Posyolok uchkhoza Prigorodnyy 5
Zagoski 10
Agvali 2158
Shangaly 2164
Lyadiny-Gavrilovskaya 71
Gruziny 970
Peschanyy 181
Bliny 8
Itum-Kali 2922
Maromitsa 1832
Yermish' 4598
Anisimovo 6
Poselok Sanatoriya Tishkovo 470
Novo 252
Novyy Byt 2922
Shaburnovo 1155
Bol'shaya Luka 300
Zolotukha 5
Sukko 1700
Kostek 4137
Staryy Vyshkov 451
Shchelykovo 300
Lyzlovo 18
Loo 23
Lashkuta 765

Khankala 7925

Verkhniye Achaluki 9393
Ramasukha 553
Komarikhinskiy 1510
Verkhnetulomskiy 1889
Khoreyver 739
Peresvetovo 91
Bershet' 3489
Pobeda 4
Pogorelets 42
Vorontsovo 13
Samoryadovo 190
Mamasevo 11
Zhestylevo 120
Yeremeytsevo 42
Kuzyayevo 29
Mikhalevo 27
Mishukovo 211

Nizhneye Kazanishche 11765
Gireyevo 24
Gimry 3599
Cheremushskiy 1093
Kaminskiy 1645
Oktyabr'skiy 3489
Usvyaty 3060
Vaymusha 300

Shamil'kala 7163
Maloshuyka 4
Palyushino 40
Fenino 156
Staroye Eshteben'kino 220
Kleshchevka 256
Zhornovka 200
Dokhnovy 18
Golchanovo 67
Torfyanoy 1775
Gorskaya 3800
Gorlitsa 4
Glinki 20
Makhrinskiye Vyselki 12
Oshevenskiy Pogost 73
Sosenki 5
Besedy 200
Pesochenskiy 547
Chermenino 300
Opechenskiy Posad 1924
Solnechnoye 4024
Kolosovo 226
Shablovo 35
Shirkovo 9
Kolionovo 150
Novlenskoye 400
Bel'skoye 16
Dubrovskoye 29
Gereykhanovskoye 3418
Gorki Sukharevskiye 118
Ugory 362
Staraya Ryazan' 9
Paraul 4278
Makarovo 118
Antropovo 3736
Lyabovo 32
Malyye Lyzki 1
Goluboye Ozero 300
Groznyy 5
Yuroma 161
Tur'ya 120
Blagoveshchen'ye 10
Plotich'ye 130
Timonovo 10
Nikitino 54
Danilikha 14
Sushany 200

Staraya Sunzha 7860
Kargalinskaya 5371
Yalovka 432
Khittolovo 203
Politotdel 300
Troitse-Sel'tso 113

Psedakh 6964
Tarakanovo 300
Proletarskiy 4069
Lesogorsk 858
Ishcherskaya 4941
Kishpek 4327
Ispravnaya 4606
Lenina 5259
Sinyatkino 51
Primalkinskoye 4873
Nelazskoye 2101

Pervomayskoye 9073
Perepravnaya 3186
Staryy Neporen' 14
Malyye Korely 200
Tlyarata 1898
Petryatinka 301
Sinyavka 65
Boyarskaya 43
Yaroslavichi 200
Sluditsy 97
Chirets 3
Kletino 150
Bobylino 16
Innopolis 96
Novodar'ino 21
Novoye Mesto 400
Staryye Yurkovichi 326
Kapitanshchino 301
Nitsan 120
Gunib 2576
Sedel'nikovo 13
Bernyakovo 3
Korna 5
Borovitsa 10
Roksanovo 5
Troitsa 300
Nyonoksa 468
Gorodok 20
Aeroport 200
Antipovka 3021
Uchkent 3380
Tendikovo 92
Kurovo 173
Kurshanovichi 220
Mart'yanovo 6
Ust'-Nermanka 1
Pervomayka 300
Matveyevo 8
Vekhruchey 142
Khebda 2749
Kumukh 2658
Strakhovo 577
Rastovtsy 47
Dolmatovskiy 423
Zhostovo 600
Torfboloto 63
Yakot' 248
Shakhmatovo 300
Tumak 2488
Chemayevo 66
Malyye Shcherbinichi 324
Khrushchevo 16
Ushmor 150
Shara 203
Maryina Gora 47
Karata 4838
Kamenka Kamenka 55
Zmeyka 2455
Verhnee Dzhemete 179
Vertlino 300
Kotlyarevskaya 3887
Kevsala 3532
Belavino 93
Karkodinovo 18
Novoselka 67
Bessonovka 3060
Rassudovo 300
Kindasovo 6
Kovda 20
Ul'yankovo 200
Yanino-1 4452
Adil'-Yangiyurt 4017
Yertsevo 3860
Kortikha 67
Shamordino 30
Novoye Leushino 1565
Plushevo 214
Smentsevo 8
Suschevo 10
Trusovo 24
Traktovyy 15
Krasnyy Poselok 24
Osnitsa 21
Krasnyy Gay 9
Snohino 20
Gruzino 267
Ugryumovo 73
Yunda 600
Dal'niye Zelentsy 20
Nizhniy Chir 4765
Dukhanino 206
Lyamino 5000
Podolino 206
Barybino 5000
Poselok Mar'ino 1500
Voronino 232
Sgonniki 200
Spasskiy Pogost 225
Korostyn' 120
Kurgan'ye 10
Kushki 13
Ust'-Koyva 301
Vachi 714
Tolshi 326
Blokhino 3
Khiitola 655
Lavrovo 300
Petrova Guta 86
Bol'shoy Utrish 23
Shatoy 1775
Dyatlovka 196
Parmaylovo 53
Maklok 15
Kurkiyoki 150
Burachki 10
Osurovo 32
Achisu 1737
Khiv 2401
Khutor 15
Churovichi 1349
Kirov 48
Khambi-Irze 3130
Guamka 316
Akhvenlambi 200
Khokhlovka 12
Shukolovo 35
Kamshilovka 6
Morgaushi 2922
Magas 2502
Dubasovo 30
Kulakovo 38
Koryakino 7
Vershinino 192
Ashil'ta 1700
Nuradilovo 3371
Saburovo 30
Ostrov Zalit 173
Alkhazurovo 5452
Alpatovo 5192
Kudrovo 91

Dalakovo 9994
Salparovo 200
Volkovo 258
Perevoloki 1130
Volnoga 18
Polozhilovo 1
Ostrov Kharlov 10
Varzolovo 32
Kerzhenets 668
Verhnekirovskiy 32
Dubrovki 600
Kikino 17
Shishkin Les 3913
Miskindzha 3611
Khodz' 3028
Karamakhi 3904
Mariinsk 580
Seninskiye Dvoriki 57
Voskresenye 1
Prirechnyy 103
Staroye Perepechino 475

Dagestanskiye Ogni 27835
Kashtany 600
Manaskent 4577
Krasnoborsk 4838
Melogora 53
Znamensk 4600
Nogamerzin-Yurt 5053
Malino 4327
Lyapino 7
Pikkolovo 151
Shushkovo 25
Burnakovo 37
Aknada 4070
Afanasovo 300
Irganay 2336
Nagornoye 300

Gostagayevskaya 9000
Bogoslovo 685
Petropavlovskaya 3686

Voznesenskaya 6972
Semeshki 300
Bekeshevskaya 3800
Ileshevo 300
Shil'tsy 5
Bezvil 10
Berdyash 144
Monastyrshchino 200
Foyevichi 247
Khristoforovo 817
Bulatovo 400
Ullubiyaul 3665
Zubutli-Miatli 4918
Burtunay 4014
Naguyevo 11
Krasnaya Lyaga 1
Nikitskaya sloboda 211
Voynitsa 54
Burtsevo 400
Vzglyadnevo 3
Serednikovo 103
Maksimkovo 71
Krasino 33
Usisha 4442
Siukh 3425
Sukhoverkhovo 311
Khunzakh 3955
Altun 49
Yalguba 108
Malakhovo 238
Malyye Sluditsy 10
Vvedenskaya Sloboda 239
Stantsia Staritsa 1053
Tsurib 1915
Myurego 4548
Kurkent 3224
Akusha 4810
Shchapovo 32
Zaprud'ye 42
Dobrovod'ye 150
Dorozhnyy 54
Krasnyye Lyady 17
Dydyldino 580
Dyshne-Vedeno 3330
Ishnya 3297
Malyy Utrish 23
Lesnyye Polyany 3695
Chernozemnyy Gorodok 7

Staryy Malgobek 46334
Talitsy 30
Borets 38
Slobodka 36
Prigorodnoye 4863
Dachnoye 4579
Danki 1130
Orlyanka 5
Blagoveshchenka 63
Zobishchi 32
Zhizhitsa 702
Lunezhki 62
Unzha 362
Mukhanovo 652
Samur 3730
Amderma 609
Gerga 3778
Verkola 400
Arkhyz 600
Boyarskoye 73

Kolpino 138979
Manyukhino 100

Markha 11648
Khonkholoy 1539
Bol'shaya Izhora 3712
Niz 122
Levashevo 1204

Ivanteyevka 51085

Yegor'yevsk 85200
Kanayevka 1934

Temirgoyevskaya 8588

Tutayev 43828
Vasil'yevskiy Mokh 2363
Pes'ye 94

Rozhdestvenskiy 6222
Begichevskiy 2616
Khvastovichi 4545
Chelva 329
Melezha 68
Kishcha 3821
Kirzhach 340
Snegiri 3465
Karintorf 1000
Antsiferovo 351

Novopodrezkovo 10271
Novki 1639
Novyy Milet 620
Dunilovo 68
Kolenovo 638
Dolgoye Ledovo 910

Kurovskoye 19173

Andreyevskoye 20000

Sheremet'yevskiy 6500

Zarech'ye 6144
Ol'yavidovo 1026
Orlovo 4047
Yurtsovo 1000
Bazarovo 104
Barvikha 4193
Sharapova Okhota 711
Lopotovo 131
Bratovshchina 1394
Poselok Sanatoriya Mtsyri 329
Malaya Dubna 1968

Nikolina Gora 7046

Koltushi 10000

Vatutinki 9502
Vasil'ki 19
Maslovo 364
Kama 3439
Mezmay 1000
Mamyri 527
Krivtsovo 2063
Mariyets 1000
Getmanskaya Buda 329
Belaya Rechka 3424
Belyye Stolby 5563
Rogovatoye 3062
Karinskoye 1643
Krinitsa 169
Sandata 4047
Isavitsy 104

Kupavna 11000
Bavleny 3209
Erleks 700
Leonikha 246

Annino 30000
Deulino 95
Alabino 612
Yamkino 1865
Yel'digino 2100
Revyakino 3220
Novaya Maka 4545
Kozhanovka 287
Uryv-Pokrovka 5074
Narovchat 4340
Yaksatovo 3376
Novovyazniki 5611
Fedurnovo 1814
Ovcharnya 50
Orsha 2272
Gorki Vtoryye 2966
Orevo 962
Zhavoronki 2899
Kizinka 19
Chekalin 1105
Polibino 342
Drakino 3071
Babynino 4009
Zhiryatino 2324
Kazino 349
Pryazha 4156
Yam 3244

Skhodnya 18897
Yasnaya Polyana 800

Krasnyy Oktyabr' 9999
Likhobrazovo 104
Rybkhoz 853
Ryuttyu 84
Kamennoe Tyazhino 135

Pushchino 20072
Klyuchi 700
Yukki 698
Abrau-Dyurso 3000
Sosnovka 3616

Novospasskoye 10941
Zavoronezhskoye 5645
Pyatnitskoye 4855
Betlitsa 3825
Starbeyevo 370
Petrovo-Dal'neye 2850
Trudovoy 135

Troitsk 37591
Veshkelitsa 525
Kesova Gora 3946
Il'inskoye-Khovanskoye 3562
Ostrovskoye 5138
Shimorskoye 4147
Sokolovskoye 3138
Solotcha 2481
Bol'shoye Selo 3885
Shuyskoye 2389
Vladimirskoye 1749
Sinegorsk 2444
Osenevo 195
Mosta 622
Molodezhnoye 1587
Zolotoy 50

Yenotayevka 7985

Andreyevka 8395

Novo-Peredelkino 115536

Ozherel'ye 10618
Arsen'yevo 4915
Divnogor'ye 251
Livenka 4154
Makhalino 5210
Sukhaya Buyvola 3525
Ikon-Khalk 4220
Buron 496
Zhuravka 30
Drozhzhino 38

Sunzha 71841
Ust'-Koysug 300
Dugna 783
Vysha 1061
Novyye Yurkovichi 343
Engel'-Yurt 5508
Bol'shiye Parfenki 112

Velikiye Luki 103149
Beloberezhskiy Sanatoriy 279
Zharkovskiy 4833
Konchanskoye-Suvorovskoye 647
Russko-Vysotskoye 4711
El'brus 3300
Emmaus 3404
Kriushkino 19
Olenino 5079
Marfino 4234
Mamay 241
Shaami-Yurt 3209
Chashnikovo 3300
Lyubuchany 3537
Yurla 4058
Essoyla 3300

Vostochnoe Degunino 95000

Pushkin 92889
Shirokiy 1519
Aleksandrovskiy Zavod 2516
Laplandiya 70
Novaya Bryan' 4860
Staraya Tabaga 692
Tataurovo 2381
Aktash 3374
Tankhoy 1028

Altayskoye 13852
Trudarmeyskiy 4711
Davenda 978

Tavricheskoye 13063
Cherga 1900
Erzin 2952
Leninsk 1701
Turukhansk 4774
Kyzyl-Khaya 4046
Nizhnyaya Omka 5246
Laborovaya 700
Dubrovino 1405
Shitkino 2363
Dorogino 3762
Sumkino 4186
Izumrud 1307
Grigor'yevka 987
Slavgorodskoye 3683

Dzerzhinskoye 7775

Mikhaylovskoye 11467
Nizhnyaya Sinyachikha 595
Kadaya 1167

Raduzhny 47679
Andra 2013
Kazanskoye 5851
Staroaleyskoye 5037

Ordynskoye 10314

Prokudskoye 6043
Chikoy 705
Alandskoye 1418

Krasnozerskoye 10339
Irbeyskoye 4681
Gorno-Chuyskiy 605
Gorushka 100
Zarubino 3438
Zen'kino 500
Sinyavino 3593
Anuchino 4658
Krasnyye Tkachi 4054
Frolishchi 1422
Alikovo 2886
Bogovarovo 2327
Staroye Drozhzhanoye 3338

Borskoye 9119

Voskresenskoye 6028
Poselok Borodinskogo 58
Novopokrovskoye 426
Georgiyevskoye 2800
Dvinskoy 2845

Nekrasovskoye 6353
Sinodskoye 2478

Knyaze-Volkonskoye 8936
Volga 3469
Bogolyubovo 4121
Krasnyy Ugol 186
Ashe 1000
Chentsy 89
Ventsy 4193
Vvedensky 250

Kideksha 8301
Kvashenki 885

Usol'ye-Sibirskoye 85900

Gur'yevsk 25000

Poykovskiy 28080
Pervomayskiy 5238
Novobiryusinskiy 4855
Novolugovoye 3308
Filimonovo 3127
Vitim 3843
Spas-Nereditsy 100
Kangalassy 1721
Sagan-Nur 4000
Sapernoye 3280
Novosysoyevka 4903
Shalayevo 272
Ulybyshevo 338

Rybnoye 19159
Teploye 5149

Gorshechnoye 6758
Zamishevo 1316
Lomintsevskiy 4666
Izhevskoye 3703
Shvartsevskiy 5083
Solginskiy 1802
Yelan'-Kolenovskiy 4112
Novobessergenovka 3445
Novozavedennoye 5336

Bezopasnoye 7176
Mayskoye 1190

Soldato-Aleksandrovskoye 11059
Belgatoy 3254
Benoy-Yurt 5642
Krasnoznamenskoye 206
Belorechensk 1473
Belyy Rast 141
Kara-Tyube 3359
Staraya Terizmorga 955
Utorgosh 1500
Trekhgorka 112
Yurkino 658
Gandurino 374
Galyugayevskaya 3313
Lechinkay 4334
Barsukovskaya 5529
Gundorovskiy 5210
Yurovka 3510
Letnyaya Stavka 4969
Yelanskaya 76
Solomenskoye 3096
Komsomol'skiy 5099

Andzhiyevskiy 6755
Goragorskiy 4783
Pionerskiy 23
Semiozerje 1506
Utsmiyurt 3464
Yukhot' 176
Yug 2412

Elin-Yurt 7200
Kondyukovo 22
Skanovo 752
Soldatskaya 4651
Vyazovaya 2101
Trofimovskaya 216

Peterhof 73199
Volchanets 4013
Novopistsovo 3064

Pavlovo 63338
Syava 3776
Yanis'yarvi 3000
Pervoye Maya 2210
Lugovaya 3086
Pyshchug 3226
Vysokogornyy 3926
Novyy Nekouz 3629
Sazonovo 3509
Ushkovo 618
Yakovlevka 4996

Makar'yev 7600
Larevo 64
Ilishevo 409
Zhiletovo 2998
Vilya 3584
Letnyaya Baza 379
Chernoyerkovskaya 3856
Obukhovskoye 2100
Ozernovskiy 2615
Kuybyshevskiy Zaton 2919

Verkhniye Tatyshly 6341
Krasnyye Chetai 2954
Kerchevskiy 2990
Cherusti 2867
Chuchkovo 4404
Pichayevo 3463
Alekseyevskaya 4205
Belaya 2810
Sambek 5278
Shabel'skoye 2500
Konstantinovskoye 5816

Samarskoye 10638

Krasnokumskoye 13630
Tishchenskoye 3437
Bol'shoye Pokrovskoye 22

Kambileyevskoye 7770
Mogilevtsy 447

Kamennomostskoye 6316

Levokumskoye 11377

Kochubeyevskoye 28491
Morskoy 447
Planovskoye 3482
Chernolesskoye 5386
Dmitriyevskoye 3442
Divnomorskoye 5880
Starodubskoye 4104
Balakhonovskoye 4377
Talashkino 1559
Ivanino 2333
Vorobino 28
Mstikhino 2500
Titov 2
Pyatigorskiy 4997
Prikubanskiy 3168
Volgo-Kaspiyskiy 2662
Spas-Ugol 37
Partizan 2462
Bammatyurt 3863
Rybaki 443
Dzhayrakh 1174
Krasnaya Pahra 2434
Novaya Sloboda 91
Vardane 5000
Konechki 40

Georgiyevsk 72649

Trunovskoye 6459
Vysokoye 3090
Sosnovyy Bor 2
Kyzburun Pervyy 5833
Buzuyki 45
Kipen' 3098
Pletenevo 7
Ardab'yevo 539
Novoblagodarnoye 3146
Tarskoye 4449
Tarusovo 38
Rudnya-Tsata 80
Sludy 226
Lug 20
Sadon 754
Ansalta 5654

Adler 70200
Aleksandriya 4223
Abadzekhskaya 4010
Kardzhin 3154
Pindushi 5053

Dugulubgey 20965
Zyuratkul' 86

Katyr-Yurt 9202
Dertniki 98
Botashyurt 3786
Lokotki 153
Shoksha 173
Kokrek 4181
Eremino 218

Chapayevsk 70147
Makar'yevo 202

Alekseyevskoye 9738
Vysotskoye 3078
Cherkasskoye 3434

Verkhniye Sergi 6520
Chernitsyno 2959
Bogoroditskoye 276

Odoyev 6386
Vyshneye Dolgoye 4953
Novyye Bobovichi 626
Stanovoye 5211
Staryy Urukh 3848
Zakharovo 2882
Kuznechikha 3227
Iznoski 1877
Priupskiy 3324

Borinskoye 5998
Poplevinskiy 667
Pyatovskiy 2986

Kireyevsk 25513
Meshchovsk 4386

Verkhov'ye 8100
Khrenovoye 5476
Novosvetlovsky 977
Vostochny 2500
Krasnyy Tkach 3166
Pychas 3183
Krasnyy Bor 36
Niny 4894
Nikolo-Korma 76
Log 3695
Maloye Kozino 926

Novyye Lyady 9050
Nizhniye Achaluki 5247
Nizhniy Kurkuzhin 3674
Ordzhonikidzevskiy 3246

Ternevskaya 6643
Verkhnyaya Otla 28
Gorodnya 5000

Rossosh' 64323
Saburovshchino 963
Shumyachi 4607
Kondushi 500
Bol'shiye Lyzki 136

L'govskiy 23500
Pereleshinskiy 3257
Bereslavka 4817

Chaadayevka 7072
Andreyevo 5204

Yur'yevets 11488
Tonshayevo 4574
Ten'gushevo 4231
Bun'kovo 489
Petrakovo 104

Vnukovo 20000
Zdravnitsa 700
Arsaki 3059

Novaya Balakhna 63083
Bol'shaya Izhmora 900
Vasil'sursk 1038
Bakhilova Polyana 138
Shestikhino 596
Kalino 2473
Podosinovets 4106
Babino 2456
Kurba 1493
Muromtsevo 3000
Barashevo 3651
Bol'shoy Karay 2180

Dubovskoye 8019
Pavlovskiy 3323

Aleksandrovskoye 28006
Retinskoye 2
Deyskoye 4736
Soluno-Dmitriyevskoye 3270
Maykopskoye 4171
Terskol 1835

Uspenskoye 11843
Kopanskaya 4008
Verkhnyaya Balkariya 4076
Peredovaya 4204
Atamanskaya 3930
Staroutkinsk 3188
Kubanskiy 3200
Uglegorskiy 2485
Novoukrainskiy 3572
Milyutinskaya 2743
Vyshestebliyevskaya 4312
Stepan'kovo 325
Staropavlovskaya 3081

Ivanovskoye 7003
Kir'yanovo 25
Tiribrovo 134
Ovoshchi 2370
Kirpichi 28
Irgakly 3997
Polynnyy 115
Bylym 2064
Chamlykskaya 3722
Shumeyka 1370
Medved' 200
Yed'ma 179
Yelovka 63
Grivka 13
Graddor 27
Bugrovka 74
Bubnovo 13
Lomonosovo 163
Koshcheykovo 49
Podmosh'ye 194
Brod 3
Vygostrov 29
Estosadok 704

Zarechnyy 62139
