

Paris 2148271
Misy-sur-Yonne 815
Montereau-Fault-Yonne 16993
Breau 343
Champeaux 882
Vaux-le-Penil 11758
Fontaine-le-Port 917
Fontainebleau 19717
Montarlot 251
Bourron-Marlotte 3061
Saint-Martin-en-Biere 833
Chailly-en-Biere 2334
Belloy-en-France 1629
Rubelles 1837
Etiolles 2788
Saint-Germain-les-Corbeil 7481

Corbeil-Essonnes 40527
Courcouronnes 14856
Echarcon 604
Marcoussis 7756
Le Plessis-Pate 4031
Bruyeres-le-Chatel 3184
Forges-les-Bains 3694
Briis-sous-Forges 3391
Fontenay-les-Briis 1797
Souzy-la-Briche 455
Ormoy-la-Riviere 942
Abbeville-la-Riviere 286
Mereville 3250
Monnerville 369
Angerville 3457
Boutervilliers 311
Bouville 658
Roinville 940
Villeconin 671
Ollainville 4883
Avrainville 685
Saint-Vrain 2816
Saint-Germain-les-Arpajon 8695
Arpajon 9742
Lardy 4629
La Ferte-Alais 4051
Maisse 2776
Boissy-le-Cutte 1258
Boissy-sous-Saint-Yon 3762
Auvers-Saint-Georges 1116
Saint-Cheron 4690
Saint-Maurice-Montcouronne 1440
Vaugrigneuse 1141
Saint-Remy-les-Chevreuse 8072
Chevreuse 5687
Cheptainville 1543
Chaville 18735
Ville-d'Avray 11431
Marnes-la-Coquette 1595
Rocquencourt 3389
Fourqueux 4433
Villepreux 9895
Les Clayes-sous-Bois 17776

Saint-Germain-en-Laye 41142

Saint-Cloud 28839
La Celle-Saint-Cloud 21539
Saint-Cyr-l'Ecole 16365
L'Etang-la-Ville 4641
Saint-Germain-de-la-Grange 1827
Saint-Nom-la-Breteche 4828

Montigny-le-Bretonneux 39063
Voisins-le-Bretonneux 13486
Noisy-le-Roi 8218
Marly-le-Roi 17404
Mareil-Marly 3381
Le Port-Marly 4640
Le Pecq 16534
Le Vesinet 16740
Le Mesnil-le-Roi 6515

Suresnes 44697
Carrieres-sur-Seine 12829
Croissy-sur-Seine 10751

Poissy 36431
Carrieres-sous-Poissy 15465
Crespieres 1554
Mezieres-sur-Seine 3543
Flins-sur-Seine 2328
Mezy-sur-Seine 1892
Vaux-sur-Seine 4600
Verneuil-sur-Seine 16790
Triel-sur-Seine 12574
Villennes-sur-Seine 5070
Neuville-sur-Oise 1489
Auvers-sur-Oise 6972
Mery-sur-Oise 9490
Butry-sur-Oise 2108
Champagne-sur-Oise 4124
Beaumont-sur-Oise 9011
Bernes-sur-Oise 2414
Bruyeres-sur-Oise 3619
Noisy-sur-Oise 705
Asnieres-sur-Oise 2631

Pierrefitte-sur-Seine 27914

Epinay-sur-Seine 46145

Asnieres-sur-Seine 86742

Neuilly-sur-Seine 61300

Ivry-sur-Seine 57897

Vitry-sur-Seine 81001
Ablon-sur-Seine 5174

Vigneux-sur-Seine 26692

Athis-Mons 31225
Montgeron 22843

Villeneuve-Saint-Georges 30881
Villeneuve-le-Roi 17575

Choisy-le-Roi 35590

L'Hay-les-Roses 29703
Fontenay-aux-Roses 24680

Chatenay-Malabry 32715

Chatillon 32383
Gentilly 15939
Chevilly-Larue 20125
Chilly-Mazarin 18870
Morangis 11369
Rungis 5583
Longjumeau 20771

Palaiseau 31987
Ballainvilliers 2907
Saulx-les-Chartreux 5241
Gometz-le-Chatel 1954
Chateaufort 1543
Magny-les-Hameaux 9203
Igny 9968

Antony 59845

Charenton-le-Pont 30910
Joinville-le-Pont 18154

Romainville 24772

Villemomble 28001

Tremblay-en-France 35591
Roissy-en-France 2651
Puiseux-en-France 3096
Fontenay-en-Parisis 1806
Le Mesnil-Aubry 962
Le Thillay 3887

Le Blanc-Mesnil 48077
Le Bourget 12690

Garges-les-Gonesse 39847

Gonesse 26758

Goussainville 30047
Ezanville 8950
Attainville 1834
Villetaneuse 12025
Villeneuve-la-Garenne 22036

Gennevilliers 42294

Aubervilliers 70914

Villiers-le-Bel 27028
Nerville-la-Foret 819
Saint-Leu-la-Foret 16075
Saint-Prix 7226
Saint-Gratien 19737

Saint-Denis 96128

Saint-Ouen 39353
Le Pre-Saint-Gervais 17786

Le Perreux-sur-Marne 32015

Nogent-sur-Marne 31236

Champigny-sur-Marne 76726

Maisons-Alfort 53964

Alfortville 37290

Le Kremlin-Bicetre 27867
Le Plessis-Robinson 22510
Vaucresson 8693
Sevres 23724
Bievres 4310
Verrieres-le-Buisson 16789
Wissous 4765

Issy-les-Moulineaux 61447
Sceaux 21511
Bourg-la-Reine 18870

Boulogne-Billancourt 108782

Meudon 44652

Clamart 51400
Saclay 3048
Orsay 17817
Nozay 4833
La Norville 4191
La Ville-du-Bois 6224

Sainte-Genevieve-des-Bois 33689
Montlhery 6351
Linas 6050

Massy 38768
Jouy-en-Josas 8383
Les Loges-en-Josas 1539

Les Ulis 25785
Les Molieres 1756
Angervilliers 1458
Les Granges-le-Roi 960
La Foret-le-Roi 377
La Foret-Sainte-Croix 116
Chalo-Saint-Mars 1163
Le Val-Saint-Germain 1513
Saint-Aubin 745

Saint-Quentin-en-Yvelines 146598
Dampierre-en-Yvelines 1145
La Verriere 6427
Coignieres 4439
Mere 1789
Garancieres 2381
Tacoignieres 1003
Poigny-la-Foret 919
Cernay-la-Ville 1841
Milon-la-Chapelle 360
Bonnelles 2064
Bullion 1931
Bures-sur-Yvette 10411
Gif-sur-Yvette 23541
Villebon-sur-Yvette 9983
Villejust 1742
Champlan 2601

Cachan 26540
Arcueil 17308
Paray-Vieille-Poste 7559

Draveil 29316

Viry-Chatillon 31131

Grigny 24940

Ris-Orangis 25082
Fleury-Merogis 9241
Bondoufle 9619
Conde-Sainte-Libiaire 1477
Vert-Saint-Denis 8275
Cesson 7557
Cely 1086
Milly-la-Foret 4860
Acheres-la-Foret 1149
La Chapelle-la-Reine 3042
Boissise-la-Bertrand 973
Boissise-le-Roi 4021
Bois-le-Roi 5903
La Grande-Paroisse 2474
La Brosse-Montceaux 729
Mons-en-Montois 432
Sognolles-en-Montois 384
Fontenailles 974
Clos-Fontaine 270
Fontenay-Tresigny 5047
Chevry-Cossigny 3575
Lesigny 8421
Perigny 2087
Soignolles-en-Brie 2138
Presles-en-Brie 1899
Tournan-en-Brie 8309
Neufmoutiers-en-Brie 1033
La Houssaye-en-Brie 1589
Chaumes-en-Brie 3100
Rozay-en-Brie 2887
La Croix-en-Brie 725
La Chapelle-Saint-Sulpice 188
La Chapelle-Rablais 856
La Chapelle-Gauthier 1358
Le Chatelet-en-Brie 4968
Laval-en-Brie 449
Saint-Germain-Laval 2983
Saint-Mammes 3429
Dammarie-les-Lys 21066
La Rochette 3067
Chartrettes 2647
Sivry-Courtry 995
Livry-sur-Seine 2074
Le Mee-sur-Seine 22058

Melun 38953
Mennecy 14646
Chevannes 1477
Fontenay-le-Vicomte 928

Savigny-le-Temple 25925
Nandy 6741
Epinay-sous-Senart 12826
Quincy-sous-Senart 7808
Combs-la-Ville 22322

Pontault-Combault 34798
Pontcarre 1980
Pomponne 3324
Saint-Thibault-des-Vignes 6545
Lognes 15519
Coulommes 430
Messy 975
Gressy 897
Moussy-le-Vieux 1102
Moussy-le-Neuf 2603
Vemars 2177
Marly-la-Ville 6034
Arnouville 12783
Louvres 9323
Epiais-les-Louvres 64

Villepinte 37114
Villeparisis 23931
Noisiel 15362

Noisy-le-Grand 62420

Noisy-le-Sec 38955

Bondy 48268

Bobigny 44962
Dugny 10709
Montmagny 14708
Montmorency 21156
Soisy-sous-Montmorency 17436
Margency 2751

Argenteuil 101475

Houilles 31121
Montigny-les-Cormeilles 17910
Cormeilles-en-Parisis 21973
Le Plessis-Bouchard 7420
Beauchamp 9532
Eaubonne 24096
Bonneuil-en-France 818

Drancy 62488
Le Raincy 13246
Le Pin 1137
Le Plessis-Trevise 18618
Noiseau 4094

Sucy-en-Brie 25014
La Queue-en-Brie 11826
Roissy-en-Brie 20933
Ferrieres-en-Brie 1810
Chanteloup-en-Brie 1943
Guermantes 1537
Brou-sur-Chantereine 4682
Coubron 4735
Courtry 6610
Mitry-Mory 18562

Livry-Gargan 39518

Gagny 38134

Bagnolet 33504

Bagneux 38900

Montrouge 38708

Montreuil 90652
Neuilly-Plaisance 18725

Vincennes 45923
Les Lilas 21124

La Courneuve 37287

Stains 32601
Enghien-les-Bains 10951
Baillet-en-France 1805

Franconville 34284
Bessancourt 8026

Sannois 26869
Moisselles 1016

Sarcelles 57979
Saint-Brice-sous-Foret 13606
Groslay 7902
Deuil-la-Barre 21560
Andilly 2138
Montlignon 2674

Ermont 28117
Domont 16684
Bouffemont 5652
Montsoult 3532
Chaumontel 3278
Luzarches 4149
Seugy 1108
Fosses 10543
Survilliers 3869
Saint-Witz 2354
Saint-Mard 3761
Saint-Pathus 5296
Saint-Soupplets 3307
Monthyon 1459
Chauconin-Neufmontiers 1770
Montry 3434
Magny-le-Hongre 4061
Boutigny 896
Bouleurs 1358
Voulangis 1405
Quincy-Voisins 5018
Sancy 325
Poincy 730
Trilport 5080
Mortcerf 1427
Guerard 2134
Saint-Augustin 1545
Saints 1286
Saint-Germain-sous-Doue 419
Doue 1029
Boissy-le-Chatel 2926
Jouy-le-Chatel 1525
La Chapelle-Iger 165
Courpalay 1391
Mormant 4765
Les Ormes-sur-Voulzie 856
Echouboulains 540
Savins 562
Provins 12685
Rouilly 470
Donnemarie-Dontilly 2879
Montigny-Lencoup 1352
Villeneuve-les-Bordes 561
Veneux-les-Sablons 5091
Thomery 3288
Thoury-Ferottes 670
Flagy 588
Lorrez-le-Bocage-Preaux 1391
Chaintreaux 863
Chateau-Landon 3764
Beaumont-du-Gatinais 1088
Arville 132
Mondreville 389
Egreville 2020
Remauville 443
Villemarechal 871
Nonville 610
Montcourt-Fromonville 2480
Amponville 332
Gironville-sur-Essonne 757
Roinvilliers 65
Buthiers 704
Ponthierry 12158
Saint-Fargeau-Ponthierry 12097
Saint-Pierre-du-Perray 6140

Yerres 28897

Fresnes 24803

Villejuif 48048

Thiais 29724
Orly 20528
Valenton 11969
Brunoy 24096
Ormoy 1311
Villabe 5090
Lisses 7601
Moissy-Cramayel 16259
Reau 770
Maincy 1908
Pringy 2569
Hericy 2842
Perthes 2093
Barbizon 1629
Ballancourt-sur-Essonne 7001
Piscop 725
Morigny-Champigny 4199
Etampes 23012
Brieres-les-Scelles 891
Etrechy 6461
Breuillet 7755
Egly 5259
Marolles-en-Hurepoix 4921
Bouray-sur-Juine 1950
Janville-sur-Juine 1962
Cerny 3365
Mespuits 166
Pussay 1733
Puiselet-le-Marais 344
Valpuiseaux 541
Galluis 1099
La Falaise 645
Lainville-en-Vexin 790
Brueil-en-Vexin 559
Meulan-en-Yvelines 8829
Cormeilles-en-Vexin 915
Le Bellay-en-Vexin 257
Magny-en-Vexin 5444
Magnanville 5539
Mantes-la-Ville 19947

Mantes-la-Jolie 44263
Limay 18559
Rosay 387
Rosny-sur-Seine 4936
Bonnieres-sur-Seine 4187
Bennecourt 1877
Gommecourt 597
Mericourt 383
Aincourt 921
Seraincourt 1388
Hardricourt 1941
Tessancourt-sur-Aubette 967
Menucourt 5382
Courdimanche 6256
Maurecourt 3668
Vaureal 20699

Les Mureaux 32134
Bouafle 2115
Chambourcy 5372

Chatou 30091
Montesson 15256
Aigremont 930
Rennemoulin 137
Louveciennes 7523

La Garenne-Colombes 26385

Colombes 82300
Bois-Colombes 24300

Levallois-Perret 62178

Nanterre 86719

Rueil-Malmaison 76616
Maisons-Laffitte 22772

Bezons 27570

Conflans-Sainte-Honorine 36358
Eragny 15385
Osny 16545

Taverny 27271
Frepillon 2399
Epiais-Rhus 673
Us 1248
Ableiges 1024
Labbeville 515
Nesles-la-Vallee 1947
Parmain 5629
Saint-Martin-du-Tertre 2493
Viarmes 4961
Meriel 4319
Pierrelaye 7295

Herblay 25153
Acheres 22555
Feucherolles 2976
Herbeville 328
Ecquevilly 4172
Porcheville 2630
Issou 4469
Moisson 833
La Roche-Guyon 583
La Villeneuve-en-Chevrie 566
Freneuse 3634
Fremainville 498
Oinville-sur-Montcient 1183
Gargenville 6952
Aubergenville 11934
Morainvilliers 2330
Villiers-Saint-Frederic 2587
Levis-Saint-Nom 1826
Le Mesnil-Saint-Denis 6915

Le Chesnay 29154
Garches 18930
Bougival 8895
Bailly 4300

Versailles 85416
Viroflay 16137
Velizy-Villacoublay 21741
Buc 6120

Guyancourt 31989

Elancourt 30831
Maurepas 19009
Le Tremblay-sur-Mauldre 988
Maule 6272
Aulnay-sur-Mauldre 1160
Saulx-Marchais 631
Marcq 631
Bois-d'Arcy 13475
Fontenay-le-Fleury 12611

Trappes 28367
Jouars-Pontchartrain 5012
Neauphle-le-Chateau 2933

Plaisir 36121
Thoiry 1015
Boissy-sans-Avoir 545
La Boissiere-Ecole 762
Saint-Germain-sur-Ecole 362
Saint-Leger-en-Yvelines 1395
Le Perray-en-Yvelines 6206
La Queue-les-Yvelines 1939
Flins-Neuve-Eglise 162
Longnes 1435
Beynes 7914
Thiverval-Grignon 1057
Orgeval 5081
Medan 1463
Vernouillet 9965
Chapet 1189
Bazemont 1610
Follainville-Dennemont 2021
Sailly 380
Juziers 3545
Epone 6770
Septeuil 2212
Auteuil 911
Flexanville 557
Bazainville 1304
Adainville 773
Herouville 553
Guerville 1990
Soindres 598
Favrieux 131
Breval 1735
Rolleboise 421
Boitron 372
Chaussy 638
Chars 1716
Haravilliers 490
Persan 9314
Mours 1566
L'Isle-Adam 11160
Saint-Ouen-l'Aumone 22977

Pontoise 30290

Cergy-Pontoise 183430

Cergy 57576
Sagy 1189
Santeuil 619
Chanteloup-les-Vignes 9521
Andresy 12929
Jouy-le-Moutier 19087
Ennery 2170
Valmondois 1289
Ronquerolles 794
Breancon 356
Brignancourt 217
Fremecourt 491
Marines 3130
Guillerval 752
Les Mesnuls 936
Nainville-les-Roches 512
Saint-Hilaire 399
Saint-Hilarion 847
Blaru 849
Ambleville 372
Bray-et-Lu 796
Saint-Clair-sur-Epte 847
Limetz-Villez 1838
Hargeville 336
Orgerus 2364
Houdan 3150
Crevecoeur-en-Brie 316
Raizeux 775
Gazeran 1219
Bazoches-sur-Guyonne 507
Les Essarts-le-Roi 6213
Auffargis 1983
Senlisse 514
Choisel 570
Limours 6414
Dourdan 10261
Corbreuse 1575
Ponthevrard 544
Saint-Arnoult-en-Yvelines 5698
Sonchamp 1625
Ablis 2845

Rambouillet 26674
Nantouillet 288
Maulette 751
Darvault 862
Dannemarie 275
Congis-sur-Therouanne 2011
Dannemois 713
Bourdonne 446
Croissy-Beaubourg 2135
Janvry 622
Ville-Saint-Jacques 741
Montereau-sur-le-Jard 616
Condecourt 519
Penchard 884
La Tretoire 424
Chalautre-la-Petite 635
Chalautre-la-Grande 669
Lechelle 574
Chenoise 1240
Chevru 931
Beton-Bazoches 770
Chailly-en-Brie 1485
Reuil-en-Brie 901
La Ferte-sous-Jouarre 9443
La Haute-Maison 240
Chauffry 932
Rebais 2081
Bellot 771
Villeneuve-sur-Bellot 1183
Montdauphin 200
Saint-Martin-des-Champs 604
Saint-Loup-de-Naud 941
Sainte-Colombe 1859
Bombon 991
Andrezel 399
Guignes 2639
Grisy-Suisnes 2200
Brie-Comte-Robert 15892
Ferolles-Attilly 1129
Collegien 3261

Chelles 46947
Montfermeil 23829
Vaujours 5922
Villevaude 1760
Dampmart 3009
Bussy-Saint-Martin 629
Bussy-Saint-Georges 10043
Chessy 2582
Conches-sur-Gondoire 1886
Torcy 24386
Emerainville 7002
Gretz-Armainvilliers 7831
Favieres 1025
Ozoir-la-Ferriere 22530
Serris 2530
Chalifert 1157
Chambry 921
Varreddes 1991
Fublaines 1117
Blandy 785
Esbly 5609
Coupvray 2964

Sevran 47334
Ecouen 7583
Saint-Ouen-en-Brie 767
Saint-Yon 863
Saint-Mery 404
Fontenay-Saint-Pere 977
Fontains 270
Boissy-aux-Cailles 297
Lissy 187
Thenisy 281
Saint-Barthelemy 337
Saint-Just-en-Brie 213
Augers-en-Brie 285
Villiers-en-Biere 214
Fleury-en-Biere 620
Ury 806
Guiry-en-Vexin 185
Marles-en-Brie 1476
Courcelles-en-Bassee 226
Maisoncelles-en-Gatinais 123
Boullay-les-Troux 612
Coutevroult 586
Montevrain 3442
Courson-Monteloup 621
Courgent 425
Courquetaine 189
Courtacon 195
Obsonville 98
Omerville 359
Montainville 532
Mittainville 541
Villeneuve-sur-Auvers 633
Conde-sur-Vesgre 1095
Saint-Sauveur-sur-Ecole 1152
Grisy-sur-Seine 123
Mousseaux-sur-Seine 620
Seine-Port 1935
Marolles-sur-Seine 1521
Lescherolles 459
Bezalles 177
Nezel 992
Villiers-sous-Grez 839
Saint-Illiers-la-Ville 284
Longvilliers 465
Chartronges 295
Gironville 189
Villemer 713
Theuville 62
Menerville 199
Boigneville 493
Vigny 1106
Chamigny 1326
Egligny 303
Poigny 452
Jossigny 580
Le Plessis-aux-Bois 241
Le Plessis-Placy 289
Prunay-le-Temple 315
Epinay-Champlatreux 80
Champcenest 113
Avernes 827
Bernay-Vilbert 857
Beauchery-Saint-Martin 404
Saint-Jean-de-Beauregard 302
Saint-Sauveur-les-Bray 312
Mousseaux-les-Bray 685
Isles-les-Meldeuses 658
Videlles 595
Villeneuve-Saint-Denis 730
Saint-Hilliers 438
Maffliers 1668
Giremoutiers 115
Marchemoret 364
Fretoy 123
Osmoy 412
Fromont 174
Montreuil-sur-Epte 377
Neuilly-en-Vexin 221
Maudetour-en-Vexin 191
Tousson 417
Toussus-le-Noble 747
Boissy-le-Sec 662
Montalet-le-Bois 305
Villette 510
Villeron 722
Meilleray 438
Menouville 88
Berville 390
Saint-Gervais 944
Saint-Forget 547
Saint-Fiacre 425
Saint-Cyr-la-Riviere 460
Saint-Mars-Vieux-Maisons 204
Neauphlette 847
Mauperthuis 473
Vert 785
Dammartin-en-Serve 997
Clery-en-Vexin 419
Boinville-en-Mantois 311
Boinvilliers 293
Bouqueval 303
Buno-Bonnevaux 546
La Hauteville 177
Chauvry 301
Mauchamps 288
Champcueil 2755
Champdeuil 723
Chatillon-la-Borde 222
Saint-Martin-la-Garenne 807
Dammartin-sur-Tigeaux 846
Soisy-Bouy 769
Boissy-Mauvoisin 599
Villaines-sous-Bois 615
Morsang-sur-Seine 433
Melz-sur-Seine 373
Ussy-sur-Marne 924
Solers 1357
Rupereux 91
Saint-Leger 208
Lizines 173
Le Mesnil-Amelot 767
Marcilly 380
Authon-la-Plaine 325
Hondevilliers 238
Livilliers 391
Villiers-le-Mahieu 649
Villiers-Adam 828
Gressey 499
Jeufosse 362
Cerneux 304
Vincy-Manoeuvre 196
Saint-Escobille 525
Jambville 743
Montolivet 226
Neauphle-le-Vieux 741
Villecerf 814
Le Plessis-Luzarches 152
Isles-les-Villenoy 864
Mareil-sur-Mauldre 1882
Rouvres 657
Dammartin-en-Goele 8552
Montge-en-Goele 696
Longperrier 2260
Othis 7084
Thieux 756
Chalou-Moulineux 394
Boulancourt 358
Nucourt 827
Le Tertre-Saint-Denis 105
Saint-Lambert 377
Saint-Germain-Laxis 579
Compans 775
Vieux-Champagne 207
Dagny 350
Davron 405
Chavenay 1850
Charny 1272
Charmentray 255
Chatres 609
Courchamp 177
Pezarches 297
Luzancy 940
Emance 798
Les Breviaires 980
Longuesse 554
Gaillon-sur-Montcient 660
Aubepierre-Ozouer-le-Repos 949
Ozouer-le-Voulgis 1617
Coulombs-en-Valois 620
Armentieres-en-Brie 1321
Choisy-en-Brie 1273
Vaudoy-en-Brie 740
Burcy 196
Saint-Cyr-en-Arthies 242
Saint-Martin-du-Boschet 204
Villiers-le-Bacle 1154
Villiers-le-Sec 149
Chevrainvilliers 249
Goupillieres 399
Chennevieres-les-Louvres 230
Arnouville-les-Mantes 779
Hedouville 303
Vanville 200
Villemareuil 373
Villuis 241
Vignely 184
Meigneux 191
Vicq 277
Tigery 1406
Barbey 163
Coubert 1459
Vert-le-Petit 2561
Buchelay 2325
Treuzy-Levelay 472
Gesvres-le-Chapitre 154
Grosrouvre 802
Merobert 493
Mortery 166
Arrancourt 139
Saclas 1831
Estouches 211
Bannost-Villegagnon 529
Montigny-le-Guesdier 292
Bougligny 707
Poligny 895
Fay-les-Nemours 465
Saint-Pierre-les-Nemours 6435
Nemours 13933
La Genevraye 632
Chevry-en-Sereine 495
Dormelles 866
Ecuelles 2815
Avon 15009
Recloses 661
Larchant 771
Le Vaudoue 787
Vaudherland 93
Vaux-sur-Lunain 210
Nanteau-sur-Essonne 434
Nanteuil-sur-Marne 502
Barcy 236
Valence-en-Brie 715
Chatenay-en-France 64
Cherence 154
Iverny 537
Verdelot 716
Champmotteux 256
Grandchamp 244
Gravon 126
Bellefontaine 513
Saint-Cyr-sous-Dourdan 1005
Cucharmoy 245
Machault 691
Haute-Isle 317
Beautheil 613
Autouillet 447
Boisemont 738
Bethemont-la-Foret 483
Quiers 641
Saint-Sulpice-de-Favieres 335
La Frette-sur-Seine 4649
Mouy-sur-Seine 420
Gastins 639
Salins 1008
Clairefontaine-en-Yvelines 938
Fontaine-Fourches 582
Arbonne-la-Foret 1036
Forfry 199
Citry 752
Tancrou 317
Villebeon 466
Pecqueuse 623
Pecy 740
Limoges-Fourches 325
Fontaine 466
Esmans 867
Cannes-Ecluse 2842
Bassevelle 389
Everly 622
Gouaix 1582
Longueville 1862
Rampillon 664
Balloy 389
Bailly-Carrois 1044
Nangis 8271
Sigy 64
Sourdun 1525
Villiers-Saint-Georges 1128
Sancy-les-Provins 294
La Ferte-Gaucher 4567
Amillis 750
Touquin 1097
Lumigny-Nesles-Ormeaux 1448
Argentieres 361
Sablonnieres 692
Fontaine-la-Riviere 182
Saint-Remy-la-Vanne 898
Chatignonville 96
Richarville 426
Villeroy 621
Guercheville 255
Guernes 880
Blennes 526
Cessoy-en-Montois 208
May-en-Multien 873
Trocy-en-Multien 246
Montgeroult 441
Voulton 326
Beauvoir 211
Le Heaulme 198
Chalmaison 756
Goussonville 593
Ormesson 260
Le Plessis-Gassot 79
Auffreville-Brasseuil 602
Aufferville 488
Frouville 394
Brouy 120
Breuil-Bois-Robert 701
Jagny-sous-Bois 236
Les Chapelles-Bourbon 362
Bazoches-les-Bray 782
Lesches 584
Cocherel 569
Herme 586
Germigny-sous-Coulombs 182
Jutigny 575
Noisy-Rudignon 536
Signy-Signets 632
Saint-Jean-les-Deux-Jumeaux 1344
Jouy-Mauvoisin 533
Gurcy-le-Chatel 423
Bransles 511
Nanteau-sur-Lunain 742
Themericourt 247
Vaucourtois 222
Saint-Ange-le-Viel 235
Courdimanche-sur-Essonne 297
Oissery 2247
Boissets 228
Les Marets 149
Mareil-en-France 587
Marolles-en-Beauce 202
Montchauvet 267
Auvernaux 273
Courances 371
Coutencon 252
Flacourt 132
Gadancourt 80
Guitrancourt 645
Pamfou 914
Villeneuve-sous-Dammartin 582
Le Coudray-Montceaux 2956
Millemont 216
Charmont 34
Rumont 136
Evecquemont 705
Amenucourt 186
Courtomer 613
Drocourt 428
Yebles 613
Lassy 183
Vendrest 691
Baby 73
Trilbardou 566
Boisdon 82
Bois-Herpin 74
Villenauxe-la-Petite 414
Banthelu 124
Luisetaines 227
Boissettes 472
Baulne 1453
Mulcent 74
Mareil-le-Guyon 364
Chamarande 1075
Servon 2881
La Tombe 233
Leudon-en-Brie 157
Jumeauville 583
Jouy-sur-Morin 2127
Hodent 285
Garentreville 87
Pierre-Levee 388
Commeny 399
Vayres-sur-Essonne 931
Ichy 186
Fericy 554
Gambais 2166
Gambaiseuil 60
Montmachoux 240
Behoust 392
Moussy 120
Le Perchay 503
Arthies 285
Orphin 976
Torfou 264
Chauffour-les-Etrechy 126
Montenils 45
Chatenoy 147
Aulnoy 400
Nointel 708
Vinantes 313
Genainville 521
Paley 453
Vauhallan 2175
Vallangoujard 674
Varennes-Jarcy 2019
Grisy-les-Platres 590
Vimpelles 476
Voulx 1772
Jaulnes 329
Orveau 192
Noyen-sur-Seine 355
Crisenoy 639
Gouzangrez 183
Cuisy 408
Gometz-la-Ville 1053
Ocquerre 374
Jouarre 3742
Arronville 669
Congerville-Thionville 240
Montceaux-les-Meaux 628
La Celle-les-Bordes 886
Plessis-Saint-Benoist 291
Saint-Brice 798
Saint-Mesmes 504
Saint-Simeon 809
Guibeville 687
Puisieux 311
Puiseux-Pontoise 445
Moisenay 1278
Voisenon 1243
Fontenay-Mauvoisin 318
Courcelles-sur-Viosne 294
Vienne-en-Arthies 401
Vieille-Eglise-en-Yvelines 754
Andelu 390
Sainte-Aulde 566
Paroy 215
Diant 211
Les Ecrennes 697
Vetheuil 837
Fouju 572
Liverdy-en-Brie 1145
Maisoncelles-en-Brie 749
Villers-en-Arthies 472
Chenou 319
Rochefort-en-Yvelines 822
Jablines 629
Jaignes 338
Chateaubleau 292
Tigeaux 405
Cregy-les-Meaux 4061
